,Acceso minusválidos,Metros,Plantas,Cal. energética:,Individual,Agua caliente,Consumo,provincia,Exterior,Número de terrazas,Piscina,Pista de tenis,Calefacción,Garajes,Tipo de suelo,Conserje,Pista de fútbol,Gimnasio,Adosado,Año de construcción,Zonas verdes,Armarios,Tipo de fachada,Alarma,Pisos,Permite mascotas,Cal. energética,Ascensor,Campo de golf,Comunidad,Metros útiles,Puerta de seguridad,Aire acondicionado,Pista de pádel,Trastero,Orientación,Pista de squash,Pista de baloncesto,Antigüedad,Pareado,Circuito cerrado de seguridad,Inquilinos,Dormitorios,Baños,Amueblado,Emisiones,Precio,Cocina equipada,Estado,Salida de humos,
1376,,100,,,,,,madrid,Si,2,,,Gas Natural,,Gres,,,,,,,2,,,,,,Si,,,,,,,,,,,Mas de 25 Años,,,,3,2,,,199900,,Depende del precio,,
1377,,66,,Si,,,,madrid,,,,,,,Gres,,,,,1966,,,Ladrillo,,,,,,,,60,,,,,,,,Más de 50 años,,,,3,1,,,200000,,Perfecto Estado,,
1378,,88,2,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1972,Si,4,Ladrillo,,5,,,,,"30,00 €",78,Si,,,,,,,Entre 35 y 50 Años,,,,4,2,,,200000,,Perfecto Estado,,
1379,,40,,Si,,,,madrid,,,,,Eléctrica,,Parquet,,,,,1979,,,Ladrillo,,,,,Si,,"45,00 €",32,,,,,,,,,,,,,1,Si,,200000,,A reformar,,
1380,Si,76,12,Si,,Gas natural,,madrid,Si,,Si,Si,Gas Natural,2,Tarima Flotante,Si,Si,,,2008,Si,3,Ladrillo,,,,,Si,,,65,Si,,,Si,Sureste,,Si,Entre 10 y 15 Años,,Si,,2,1,Si,,202000,Si,Perfecto Estado,,
1381,,77,7,,,Individual,,madrid,Si,,,,Eléctrica,,Tarima normal,,,,,1966,,1,Ladrillo,,14,,,Si,,"65,00 €",70,Si,Si,,,,,,Más de 50 años,,,,3,1,,,203000,Si,Perfecto Estado,,
1382,Si,76,,,,Individual,,madrid,Si,,,,Gas Natural,,Gres,,,,,1966,,1,Ladrillo,,,,,Si,,"96,00 €",71,Si,Si,,,,,,Más de 50 años,,,,3,1,,,203000,Si,Perfecto Estado,,
1383,Si,95,,Si,,Central,,madrid,Si,1,,,Central,,Gres,Si,,,,1977,Si,3,,,,,,Si,,,84,Si,,,,Noreste,,,Mas de 25 Años,,Si,,3,2,,,205000,,Perfecto Estado,,
1384,Si,117,4,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1997,Si,5,Ladrillo,,16,,,Si,,,90,,,,Si,Este,,,Entre 20 y 25 Años,,Si,,4,2,,,205000,Si,Depende del precio,,
1385,,123,6,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1986,Si,6,Ladrillo,,,,,Si,,,106,Si,,,Si,Oeste,,,Mas de 25 Años,,Si,,4,2,,,205000,Si,A reformar,,
1386,Si,69,4,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1989,,4,Ladrillo,,14,,,Si,,,61,Si,,,Si,Suroeste,,,Mas de 25 Años,,Si,,2,1,,,205000,Si,Depende del precio,,
1387,,109,4,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Tarima normal,,,,,1986,,5,Ladrillo,,4,,,Si,,,84,Si,,,,,,,Entre 35 y 50 Años,,,,3,2,,,205000,,Depende del precio,,
1388,Si,100,,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Gres,,Si,,,2006,Si,4,Ladrillo,,,,,Si,,,80,Si,Si,,Si,Sur,,Si,Entre 15 y 20 Años,,Si,,3,2,,,205000,Si,Perfecto Estado,,
1389,,73,5,,,Gas natural,,madrid,Si,,,,Gas Natural,,Parquet,,,,,1970,Si,,Ladrillo,,10,,,,,,65,Si,,,Si,,,,Más de 50 años,,,,3,2,,,205000,,Perfecto Estado,,
1390,,78,,,,Individual,,madrid,Si,,,,Gas Natural,,Tarima normal,,,,,,,2,,,,,,Si,,"60,00 €",71,Si,Si,,,,,,Entre 35 y 50 Años,,,,3,1,,,208000,Si,Perfecto Estado,,
1391,,97,4,,,Gas natural,,madrid,Si,,,,Gas Natural,,,,,,,1989,,,Ladrillo,,,,,Si,,,,,Si,,,,,,Entre 35 y 50 Años,,,,4,2,,,209000,,,,
1392,Si,103,10,,,Central,,madrid,Si,2,,,Central,,Tarima normal,,,,,1981,,3,,,40,,,Si,,"116,00 €",95,Si,,,,,,,Entre 35 y 50 Años,,,,3,2,,,210000,Si,Perfecto Estado,,
1393,,100,,Si,,Individual,,madrid,Si,,,,Eléctrica,,Gres,,,,,1960,,2,Mono Capa,Si,,,,,,,95,Si,Si,,,,,,Entre 35 y 50 Años,,,,3,1,Si,,210000,Si,Perfecto Estado,,
1394,,50,5,Si,,,,madrid,Si,,,,Eléctrica,,Tarima Flotante,,,,,1900,,,Mono Capa,,,,,Si,,"22,46 €",28,,,,,Oeste,,,Más de 50 años,,,,1,1,,,210000,Si,Perfecto Estado,,
1395,,88,,Si,,Central,,madrid,Si,1,Si,,Central,,Parquet,,,,,1975,Si,,Ladrillo,,,,,Si,,,77,Si,,,,,,,Mas de 25 Años,,Si,,3,1,,,210000,,,,
1396,,85,4,Si,,Gas natural,346 KW h/m² año,madrid,Si,1,,,Individual,,Parquet,,,,,1998,,3,Ladrillo,,3,,,Si,,"50,00 €",65,,Si,,,,,,Mas de 25 Años,,,9,2,1,,66 Kg CO2/m² año,210000,,Perfecto Estado,,
1397,Si,55,5,Si,,Individual,,madrid,Si,,,,Eléctrica,,Tarima Flotante,,,,,1964,Si,,Mono Capa,,2,,,Si,,"70,00 €",49,,,,,Sur,,,Más de 50 años,,,,2,1,,,210000,,Perfecto Estado,,
1398,,102,,Si,,Gas natural,80 KW h/m² año,madrid,Si,,,,,2,Tarima normal,,,,,2009,,3,Mono Capa,,,,,Si,,,83,Si,Si,,Si,Sureste,,,Entre 10 y 15 Años,,Si,,3,2,,16 Kg CO2/m² año,212100,Si,Perfecto Estado,,
1399,,140,3,Si,,Central,158 KW h/m² año,madrid,,,,,Gas Natural,1,Tarima normal,,,,,2005,,,Ladrillo,,,,,Si,,"70,00 €",80,,Si,,,Sureste,,,Entre 10 y 15 Años,,,,2,2,,31 Kg CO2/m² año,214900,,Perfecto Estado,,
1400,,67,2,,,Individual,,madrid,Si,,,,Gas Natural,,Parquet,,,,,1965,,,Ladrillo,,,,,Si,,"60,00 €",60,,,,,Oeste,,,Más de 50 años,,,,2,1,,,215000,,,,
1401,Si,107,6,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Gres,Si,,,,1999,Si,3,,,18,,,Si,,"85,00 €",78,Si,Si,,,Suroeste,,,Entre 20 y 25 Años,,Si,,2,2,,,215000,Si,Perfecto Estado,,
1402,,110,,,,Individual,,madrid,Si,1,,,Eléctrica,1,Tarima normal,,,,,2000,,,Cemento,,,,,Si,,"70,00 €",70,Si,,,Si,Suroeste,,,Entre 20 y 25 Años,,,,3,1,,,215000,,Perfecto Estado,,
1403,,80,,Si,,Individual,,madrid,Si,1,,,Eléctrica,,Gres,,,,,1960,,,Mono Capa,Si,,,,Si,,"40,00 €",65,Si,,,,,,,Más de 50 años,,,,3,1,Si,,215000,,Perfecto Estado,,
1404,,68,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Tarima normal,,,,,1960,,,Ladrillo,,,,,,,,,,Si,,,,,,Más de 50 años,,,,2,1,,,216000,,,,
1405,Si,84,10,Si,,Individual,,madrid,Si,1,,,Central,,Tarima normal,Si,,,,1974,Si,2,Ladrillo,,40,,,Si,,"130,00 €",75,Si,,,,Suroeste,,,Entre 35 y 50 Años,,Si,,3,1,,,217000,Si,,,
1406,Si,82,7,Si,,Individual,,madrid,Si,,,,Central,,Tarima normal,Si,,,,1970,Si,2,Ladrillo,,4,,,Si,,"150,00 €",75,Si,Si,,Si,Oeste,,,Entre 35 y 50 Años,,Si,,3,1,,,219000,Si,,,
1407,,75,5,,,Central,,madrid,,,,,Central,1,Tarima normal,,,,,1970,Si,2,Ladrillo,,10,,,,,"120,00 €",60,Si,Si,,Si,,,,Entre 35 y 50 Años,,,,3,1,,,219000,,Perfecto Estado,,
1408,,95,,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,1,Parquet,,,,,2003,,4,,,,,,Si,,"90,00 €",,Si,Si,,Si,Suroeste,,,Entre 15 y 20 Años,,,,3,3,Si,,220000,Si,Perfecto Estado,,
1409,,192,,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Baldosa,,,,,1962,,3,Ladrillo,,,,,,,"20,00 €",176,,,,,Suroeste,,,Más de 50 años,,,,5,2,,,220000,,A reformar,,
1410,,120,,Si,,Gas natural,,madrid,,1,,,Individual,,,,,,Si,,,,,,,,,,,,94,,,,,,,,Más de 50 años,,,,3,2,,,220000,,Perfecto Estado,,
1411,,80,8,,,Individual,,madrid,Si,1,,,Gas Natural,,Gres,,,,,1979,Si,1,Ladrillo,,32,,,Si,,"45,00 €",75,Si,Si,,,,,,Entre 35 y 50 Años,,,,3,1,,,220000,Si,Depende del precio,,
1412,Si,76,13,,,Individual,,madrid,Si,2,,,Gas Natural,,Parquet,Si,,,,1969,,,Ladrillo,,62,,,Si,,,70,,,,,Noroeste,,,Más de 50 años,,,,3,1,,,220000,Si,A reformar,,
1413,,66,2,,,,,madrid,Si,1,,,Gas Natural,,Tarima Flotante,,,,,1970,,1,Ladrillo,,4,,,,,,63,,Si,,Si,Este,,,Más de 50 años,,,,3,1,,,220000,Si,Depende del precio,,
1414,Si,104,4,Si,,Gas natural,,madrid,Si,2,,,Gas Natural,,Parquet,,,,,1993,,4,Ladrillo,,16,,,Si,,"60,00 €",82,Si,Si,,Si,Oeste,,,Mas de 25 Años,,Si,,2,1,,,221000,Si,Perfecto Estado,,
1415,,60,4,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Tarima normal,,,,,1970,,1,Otros materiales,,16,,,,,"40,00 €",,,Si,,,Sur,,,Más de 50 años,,,,3,1,,,222000,Si,Perfecto Estado,,
1416,,81,5,Si,,Individual,,madrid,Si,1,,,Eléctrica,,Sintasol,,,,,1960,,,,,10,,,,,,,,,,,Sureste,,,Más de 50 años,,,,3,1,,,222000,,,,
1417,Si,110,,Si,,Gas natural,104 KW h/m² año,madrid,Si,,Si,,Gas Natural,2,Tarima normal,,,,,2006,Si,3,Ladrillo,,,,,Si,,,91,Si,Si,,,Norte,,,Entre 10 y 15 Años,,Si,,3,2,,21 Kg CO2/m² año,224520,Si,Perfecto Estado,,
1418,Si,50,,Si,,Central,,madrid,,,Si,,Central,1,Tarima Flotante,Si,,Si,,,Si,,,,,,,Si,Si,,40,,Si,Si,Si,Oeste,,,Entre 20 y 25 Años,,Si,,,1,,,225000,Si,Perfecto Estado,,
1419,Si,118,5,Si,,Individual,,madrid,Si,,,,Individual,1,Tarima normal,Si,,,,2008,Si,4,,,20,,,Si,,"60,00 €",,Si,,,,Sur,,,Entre 15 y 20 Años,,Si,,3,2,,,225000,,Perfecto Estado,,
1420,Si,96,6,,,Central,,madrid,Si,1,,,Central,,Tarima normal,,,,,1985,,3,,,24,,,Si,,"200,00 €",85,Si,,,Si,Suroeste,,,Entre 35 y 50 Años,,,,3,1,,,225000,Si,Perfecto Estado,,
1421,Si,56,,Si,,Individual,,madrid,Si,1,,,Gas Natural,,Tarima normal,,,,,1968,,3,Ladrillo,,,,,Si,,"49,00 €",53,Si,Si,,Si,Oeste,,,Más de 50 años,,,,2,1,Si,,225000,Si,Perfecto Estado,,
1422,Si,81,5,Si,,Individual,,madrid,Si,,,,Aerotermia,,Porcelánico,,,,,2022,,3,Otros materiales,,7,Si,,Si,,,,Si,,,Si,Este,,,Menos de 5 Años,,,,2,2,,,225000,Si,Perfecto Estado,,
1423,,126,2,Si,,Gas natural,,madrid,,1,,,Gas Natural,,Tarima normal,,,,,1986,Si,1,Ladrillo,,8,,,Si,,,104,Si,,,Si,Oeste,,,Mas de 25 Años,,Si,,3,2,,,225000,Si,Perfecto Estado,,
1424,,98,,Si,,Individual,,madrid,,,,,Individual,1,Gres,,,,,2009,,,Ladrillo,,,,,,,"105,00 €",87,,,,,Norte,,,Entre 10 y 15 Años,,,,3,2,,,227000,,Perfecto Estado,,
1425,,84,4,Si,,Gas natural,,madrid,Si,1,,,,,Parquet,,,,,1970,Si,,Ladrillo,,4,,,,,"66,00 €",74,,,,,Oeste,,,Más de 50 años,,,,3,1,,,229000,,A reformar,,
1426,,128,,Si,,Individual,,madrid,Si,1,,,Eléctrica,1,Tarima normal,,,,,,,,Ladrillo,,,,,Si,,"45,00 €",114,Si,Si,,,Sur,,,Entre 20 y 25 Años,,,,4,2,,,229900,,Perfecto Estado,,
1427,Si,38,,Si,,Individual,222 KW h/m² año,madrid,,,Si,,,,Tarima Flotante,Si,,,,1976,Si,1,,,,,,Si,,,33,,Si,,,,,,Más de 50 años,,Si,,,1,,40 Kg CO2/m² año,230000,,A reformar,,
1428,Si,83,7,,,Individual,,madrid,Si,,Si,,Individual,1,Tarima normal,,,,,1999,,4,,,14,,,Si,,"105,00 €",78,Si,Si,,,Sureste,,,Entre 20 y 25 Años,,,,3,2,,,230000,Si,Perfecto Estado,,
1429,Si,59,4,Si,,Individual,,madrid,Si,1,,,Individual,,Porcelánico,,,,,1965,,2,Ladrillo,,,,,Si,,"55,00 €",52,Si,Si,,,Oeste,,,Más de 50 años,,,,2,1,Si,,230000,Si,Perfecto Estado,,
1430,,94,14,Si,,Gas natural,346 KW h/m² año,madrid,Si,2,,,,,Parquet,,,,,1974,,3,Ladrillo,,57,,,Si,,"75,00 €",75,Si,,,,Noreste,,,Entre 35 y 50 Años,,,,3,2,,66 Kg CO2/m² año,230000,Si,A reformar,,
1431,,73,,,,Gas natural,,madrid,,1,Si,,Gas Natural,1,Tarima normal,Si,,,,2008,Si,3,Ladrillo,,,,,Si,,"109,00 €",58,Si,Si,Si,Si,,,Si,Entre 15 y 20 Años,,Si,,1,1,,,232100,,Perfecto Estado,,
1432,Si,93,,Si,,Gas natural,99 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Tarima normal,Si,,Si,,2012,Si,3,Ladrillo,,,,,Si,,,80,Si,,Si,Si,Norte,,,Entre 10 y 15 Años,,Si,,3,2,,21 Kg CO2/m² año,232500,Si,Perfecto Estado,,
1433,,100,,Si,,Individual,,madrid,Si,,,,Individual,1,Tarima normal,Si,,,,2011,Si,4,Ladrillo,,,,,,,,94,Si,,,Si,Sur,,,Entre 10 y 15 Años,,Si,,3,2,,,232900,,Perfecto Estado,,
1434,Si,120,10,,,Individual,,madrid,Si,1,,,Individual,,Parquet,,,,,1979,,3,,,40,,,Si,,"89,00 €",115,Si,Si,,,Noreste,,,Entre 35 y 50 Años,,,,4,2,,,235000,Si,,,
1435,Si,96,,Si,,Individual,,madrid,Si,,,,Individual,1,Gres,Si,,,,2009,Si,3,Ladrillo,,,,,Si,,"95,00 €",77,Si,,,Si,Suroeste,,,Entre 10 y 15 Años,,Si,,2,1,,,235000,,Perfecto Estado,,
1436,Si,105,,Si,,Individual,,madrid,,,,,Individual,1,Gres,Si,,,,2010,Si,,Mono Capa,,,,,Si,,,89,,,,Si,Sur,,,Entre 10 y 15 Años,,Si,,3,2,,,236000,,Perfecto Estado,,
1437,,56,9,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Tarima Flotante,,,,,1960,,2,Cemento,,36,,,Si,,,,,Si,,,Noreste,,,Más de 50 años,,,,2,1,,,237500,,Perfecto Estado,,
1438,Si,140,5,,,Individual,,madrid,Si,,Si,,Individual,2,Tarima normal,,,,,2012,,2,,,10,,,Si,,"97,00 €",75,Si,Si,,Si,Noroeste,,,Entre 10 y 15 Años,,,,2,2,,,238000,Si,Perfecto Estado,,
1439,,97,,Si,,Individual,,madrid,,,,,Individual,1,Tarima normal,Si,,,,2010,Si,,Ladrillo,,,,,,,,93,Si,,,Si,Sur,,,Entre 10 y 15 Años,,Si,,3,2,,,238650,,Perfecto Estado,,
1440,Si,110,,Si,,,,madrid,Si,2,,,Gas Natural,,Baldosa,,,,,1983,,3,Ladrillo,,,,,Si,,"60,00 €",91,,,,,Sureste,,,Entre 35 y 50 Años,,,,3,2,,,239500,,A reformar,,
1441,,50,,Si,,Individual,174 KW h/m² año,madrid,,,,,Individual,,Tarima Flotante,Si,,,,1930,,,Piedra,,,,,,,"59,00 €",42,Si,,,,,,,Más de 50 años,,,,2,1,,36 Kg CO2/m² año,239900,Si,Perfecto Estado,,
1442,Si,97,,Si,,Gas natural,,madrid,Si,2,,,Gas Natural,,Gres,,,,,1965,,,Ladrillo,,,,,Si,,,85,,Si,,,,,,Más de 50 años,,,,4,1,,,240000,,A reformar,,
1443,,132,3,,,Individual,,madrid,Si,,,,Gas Natural,,Gres,,,,,1992,,,Ladrillo,,,,,,,"40,00 €",92,,,,Si,,,,Entre 25 y 35 años,,,,3,2,,,240000,Si,Depende del precio,,
1444,Si,75,,Si,,Placas Solares,,madrid,Si,1,Si,,Individual,1,Baldosa,,,,,2006,Si,3,Ladrillo,,,,,Si,,"110,00 €",70,Si,,,Si,Sur,,,Entre 10 y 15 Años,,Si,,2,1,,,242000,,Perfecto Estado,,
1445,Si,114,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,2,Tarima Flotante,,,,,2008,Si,1,Ladrillo,,,,,Si,,"80,00 €",99,,Si,,Si,Este,,,Entre 25 y 35 años,,,,3,2,,,243000,,Perfecto Estado,,
1446,,138,,,,,,madrid,Si,,,,Eléctrica,1,Gres,,,,,1989,,5,Ladrillo,,,,,,,"30,00 €",128,Si,Si,,Si,Norte,,,Entre 25 y 35 años,,,,4,2,,,243500,,Perfecto Estado,,
1447,Si,95,,Si,,Individual,,madrid,,,,,Individual,1,Gres,Si,,,,2010,Si,,Ladrillo,,,,,Si,,,80,,,,Si,Este,,,Entre 10 y 15 Años,,Si,,3,2,,,244000,,Perfecto Estado,,
1448,,79,,Si,,Gas natural,,madrid,Si,3,,,Gas Natural,,Baldosa,,,,,,,,,,,,,,,,70,,Si,,,,,,Entre 35 y 50 Años,,,,3,1,,,245000,,Perfecto Estado,,
1449,,60,,Si,,Individual,,madrid,Si,,,,,,Gres,,,,,1900,,,Mono Capa,,,,,,,"35,00 €",45,,Si,,,Sur,,,Más de 50 años,,,,1,1,,,245000,,Perfecto Estado,,
1450,Si,82,,,,Central,,madrid,Si,,Si,,Central,1,Parquet,,,,,1975,Si,3,Ladrillo,Si,,,,Si,,,72,Si,Si,,,,,,Mas de 25 Años,,Si,,3,1,,,245000,Si,Perfecto Estado,,
1451,,106,,Si,,Gas natural,211 KW h/m² año,madrid,Si,,,,Suelo Radiante,1,Baldosa,,,,Si,1988,Si,3,Ladrillo,,,,,,,"15,00 €",105,Si,Si,,Si,Sureste,,,Mas de 25 Años,,,,3,3,,44 Kg CO2/m² año,245000,Si,Perfecto Estado,,
1452,,100,,Si,,Individual,,madrid,,,,,Individual,1,Tarima normal,Si,,,,2009,Si,4,Ladrillo,,,,,Si,,,96,Si,Si,,Si,Oeste,,,Entre 10 y 15 Años,,Si,,3,2,,,247400,,Perfecto Estado,,
1453,Si,143,7,Si,,Gas natural,196 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Parquet,,,,,2000,,3,,,28,,,Si,,"120,00 €",95,Si,Si,,Si,Sureste,,,Entre 20 y 25 Años,,,,3,2,,40 Kg CO2/m² año,249000,Si,Perfecto Estado,,
1454,,93,4,,,Individual,,madrid,Si,,,,Gas Natural,1,Parquet,,,,,1997,Si,,Ladrillo,,12,,,Si,,"79,00 €",78,Si,Si,,,Este,,,Entre 20 y 25 Años,,,,3,2,,,249900,,Perfecto Estado,,
1455,,131,4,Si,,,46 KW h/m² año,madrid,Si,1,,,Eléctrica,1,Tarima Flotante,,,,,2003,,,Ladrillo,,,,,Si,,"130,00 €",81,Si,Si,,Si,Este,,,Entre 15 y 20 Años,,,,3,2,,272 Kg CO2/m² año,249900,,,,
1456,,89,3,,,Gas natural,,madrid,Si,1,,,Gas Natural,1,Parquet,,,,,1998,,3,,,9,,,Si,,"85,00 €",66,Si,,,Si,Sur,,,Mas de 25 Años,,,,2,1,,,250000,,,,
1457,Si,88,4,Si,,Individual,,madrid,Si,,,,Individual,2,Gres,Si,,,,2008,Si,3,Ladrillo,,8,,,Si,,"100,00 €",75,,Si,,Si,Este,,,Entre 15 y 20 Años,,Si,119,3,2,,,250000,,Perfecto Estado,,
1458,,97,,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,2,Tarima Flotante,Si,,,,2010,Si,4,Ladrillo,,,,,Si,,,77,,Si,,Si,Oeste,,,Entre 10 y 15 Años,,Si,,3,2,,,250000,,Perfecto Estado,,
1459,Si,65,,Si,,Individual,,madrid,,1,,,Individual,,Tarima normal,Si,,,,1972,,1,,,,,,Si,,"78,84 €",61,Si,Si,,,Este,,,Más de 50 años,,,,2,1,,,250000,Si,Perfecto Estado,,
1460,,108,,Si,,Gas natural,125 KW h/m² año,madrid,Si,,Si,,Gas Natural,,Baldosa,Si,,Si,,2005,,3,Ladrillo,,43,,,Si,,"90,00 €",79,,Si,Si,Si,Noreste,,,Entre 15 y 20 Años,,,,3,2,,26 Kg CO2/m² año,250000,,Perfecto Estado,,
1461,,91,4,Si,,Gas natural,222 KW h/m² año,madrid,Si,,,,Gas Natural,,Parquet,Si,,,,1970,,2,Mono Capa,,1,,,,,"84,69 €",85,Si,,,,Norte,,,Más de 50 años,,,,3,1,,47 Kg CO2/m² año,250000,Si,A reformar,,
1462,Si,98,5,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,,Tarima Flotante,,,,,1950,,1,Cemento,Si,30,,,Si,,"50,00 €",82,,Si,,,Sur,,,Más de 50 años,,,30,3,2,,,255000,Si,Perfecto Estado,,
1463,Si,129,,,,Central,,madrid,Si,1,,,Central,,Parquet,Si,,,,1977,,5,Ladrillo,,,,,Si,,"160,00 €",109,Si,,,Si,Oeste,,,Entre 35 y 50 Años,,,,2,2,Si,,255000,Si,Perfecto Estado,,
1464,,148,4,Si,,Individual,,madrid,Si,1,Si,,Gas Natural,1,Tarima Flotante,Si,,,,2013,Si,3,Ladrillo,,,,,Si,,,102,Si,Si,,Si,Sur,,,Entre 10 y 15 Años,,Si,,3,2,,,255000,,Perfecto Estado,,
1465,Si,98,,Si,,Central,,madrid,Si,1,,,Central,1,Tarima normal,Si,,,,1970,,,Ladrillo,,,,,Si,,"160,00 €",94,Si,,,Si,Sureste,,,Entre 35 y 50 Años,,Si,,3,1,,,255000,Si,,,
1466,,55,,,,Individual,,madrid,,,,,Eléctrica,,Tarima Flotante,,,,,1890,,1,Madera,,,,,Si,,"64,00 €",40,,Si,,,,,,Más de 50 años,,,,1,1,Si,,259000,Si,Perfecto Estado,,
1467,Si,87,,,,Gas natural,,madrid,Si,,Si,,Gas Natural,,Parquet,Si,,,,2001,Si,3,Ladrillo,,,,,Si,,,70,Si,Si,Si,Si,,Si,,Entre 20 y 25 Años,,Si,,2,1,,,259000,Si,Perfecto Estado,,
1468,Si,107,,Si,,,263 KW h/m² año,madrid,Si,,,,Individual,1,Tarima Flotante,,,,,1997,Si,,,,,,,Si,,"62,00 €",82,Si,Si,,,Noroeste,,,,,,,3,2,,55 Kg CO2/m² año,259000,Si,Perfecto Estado,,
1469,Si,189,4,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,2,Tarima normal,Si,,,,2010,Si,4,,,28,,,Si,,"111,00 €",110,Si,,,Si,,,,Entre 10 y 15 Años,,Si,,3,2,,,260000,Si,Perfecto Estado,,
1470,Si,57,,,,Individual,,madrid,Si,,,,Individual,,Parquet,,,,,2003,,,Ladrillo,,,,,Si,,"54,00 €",,Si,Si,,,Sureste,,,Entre 20 y 25 Años,,Si,,1,1,,,260000,Si,Perfecto Estado,,
1471,,104,,,,Gas natural,,madrid,Si,2,Si,,Gas Natural,1,Tarima normal,Si,,,,2003,Si,,,,,,,Si,,,74,Si,Si,,Si,,,,Entre 15 y 20 Años,,Si,,2,2,,,260000,Si,Perfecto Estado,,
1472,,160,,Si,,Gas natural,,madrid,,1,,,Gas Natural,1,Gres,,,,,1977,,,,,,,,,,"100,00 €",159,,,,Si,,,,Entre 35 y 50 Años,,,,6,2,,,260000,,Perfecto Estado,,
1473,Si,88,,,,Individual,,madrid,Si,1,,,Gas Natural,1,Gres,,,,,1979,Si,2,Ladrillo,,,,,Si,,"60,00 €",82,Si,Si,,,Sureste,,,Entre 35 y 50 Años,,,,3,1,,,260000,Si,Depende del precio,,
1474,Si,85,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,,Parquet,Si,,,,1996,Si,3,,,,,,Si,,,68,Si,Si,,Si,Suroeste,,,Mas de 25 Años,,Si,,2,2,,,263000,,Perfecto Estado,,
1475,,133,,,,Individual,,madrid,Si,1,,,Individual,1,Gres,,,,,1996,,4,,,,,,Si,,"108,00 €",106,,Si,,Si,Sur,,,Mas de 25 Años,,,,4,2,,,265000,,,,
1476,,45,4,Si,,Individual,443 KW h/m² año,madrid,,,,,,,Gres,,,,,1930,,,Mono Capa,,20,,,Si,,,43,,,,,Sur,,,Más de 50 años,,,,1,1,,93 Kg CO2/m² año,270000,,A reformar,,
1477,,95,,,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,,Si,3,,,,,,Si,,,80,Si,,,,,,,Entre 20 y 25 Años,,Si,,3,2,,,270000,,,,
1478,Si,66,7,Si,,Individual,347 KW h/m² año,madrid,,1,,,Gas Natural,,Gres,,,,,1930,,,Cemento,,,,,Si,,,55,,,,,Este,,,Entre 35 y 50 Años,,,,2,1,,73 Kg CO2/m² año,270000,,A reformar,,
1479,,137,,,,Gas natural,,madrid,,1,,,Gas Natural,1,Gres,,,,,1996,,3,,,,,,,,"80,00 €",93,,Si,,,Norte,,,Mas de 25 Años,,,,3,2,,,274900,,Perfecto Estado,,
1480,,101,2,Si,,Individual,216 KW h/m² año,madrid,Si,1,,,Gas Natural,,Tarima Flotante,,,,,2003,,,Ladrillo,,,,,,,,,,Si,,Si,,,,Entre 20 y 25 Años,,,,3,2,,43 Kg CO2/m² año,279900,,Perfecto Estado,,
1481,,55,,,,Individual,,madrid,Si,,,,Individual,,Tarima Flotante,,,,,1963,,,Ladrillo,,,Si,,Si,,"68,00 €",,Si,Si,,,Este,,,Entre 35 y 50 Años,,,,1,1,,,280000,,Perfecto Estado,,
1482,,53,5,,,Central,,madrid,Si,,,,Central,,Tarima Flotante,Si,,,,1979,,1,,,,,,Si,,"112,00 €",,Si,Si,,,Oeste,,,Entre 35 y 50 Años,,,,1,1,,,280000,Si,Depende del precio,,
1483,Si,66,,Si,,Gas natural,255 KW h/m² año,madrid,,,,,Individual,,Gres,,,,,1940,,,Cemento,,,,,Si,,"50,00 €",45,,Si,,,,,,Más de 50 años,,,,3,1,,53 Kg CO2/m² año,280000,,A reformar,,
1484,Si,112,4,,,Gas natural,,madrid,Si,1,,,Individual,1,Gres,Si,,,,1996,Si,4,Ladrillo,,15,,,Si,,"77,00 €",104,Si,Si,,Si,Noreste,,,Mas de 25 Años,,,,4,2,Si,,280000,Si,A reformar,,
1485,,106,,Si,,,102 KW h/m² año,madrid,Si,2,Si,,Gas Natural,1,Tarima Flotante,,,,,2003,Si,5,Ladrillo,,,,,Si,,"110,00 €",90,Si,Si,,Si,,,,Entre 15 y 20 Años,,Si,,2,2,Si,21 Kg CO2/m² año,285000,Si,Perfecto Estado,,
